id,label,text,clean_text,cl_data
1000,0,howdu first time keldaga nangu ok anstu bt ega kelbeku anstide and sakkath dance moves,howdu first time keldaga nangu ok anstu bt ega kelbeku anstide and sakkath dance moves,"3,1,3,3,3,3,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3"
1001,0,Avane Srimannarayana Trailer-BGM n          Re-Createdn,Avane Srimannarayana TrailerBGM n ReCreatedn,"1,1,1,1,1,1,2,2,18,18,18,18,3,3,3,6,6,2,1,1,1,1,6,6,6,1,6,6,6,6,1,1,1,1,2,1,1,2,1,1,1,3,3,1"
1002,1,@Royal Rumble onde ond sari kelde...nFirst time....ashtond ishta aglillanMatte matte kelta idre....nIshta agta ide.... #Slowpoison,Royal Rumble onde ond sari kelde nFirst time ashtond ishta aglillanMatte matte kelta idre nIshta agta ide Slowpoison,"1,1,1,1,1,1,2,2,1,1,1,3,3,1,1,1,3,3,1,1,1,1,2,2,2,8,8,8,1,1,1,3,3,1,1,8,8,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,4,2,4,1,1,1,2,2,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,2,1,4,4,2,4,4,1,1,2,4,1,1,1,2,2,1,1,1,1,1,1,1,2,6,3,3,3,6,6,2,2,1"
1003,0,@Arman Babu anna ... thappu thilibedi.  I APPRECIATE YOUR KIND NATURE.  jai kannada. Happy Sunday .,Arman Babu anna thappu thilibedi I APPRECIATE YOUR KIND NATURE jai kannada Happy Sunday,"7,7,7,7,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,6,6,6,6,6,3,3,3,3,3,3,15,15,5,5,5,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,28,28,14,14,14,14,14,14,14,14,14,1,1,1,2,1,1,3,3,3,3,3,3,1,1,1,7,7"
1004,1,@Kumara Kantirava sari bidi navella kannadigare,Kumara Kantirava sari bidi navella kannadigare,"1,1,1,11,11,11,11,11,11,1,1,5,5,5,1,1,1,2,2,2,4,1,1,1,1,1,1,1,4,2,1,1,1,2,1,2,4,4,4,4,4,4,4,4,2,1"
1005,0,Yav kaldan mare nin,Yav kaldan mare nin,"1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1"
1006,1,Telugu comments copy madbutta 🤦‍,Telugu comments copy madbutta,"1,1,1,2,2,4,4,2,1,1,1,1,1,1,2,1,2,4,4,4,2,1,1,1,3,3,3,1,1"
1007,1,@Sharath T Lo comment maadbeku anstu maaddhe Telugu commenta nange Telugu baralla...idhu Kannada song marre,Sharath T Lo comment maadbeku anstu maaddhe Telugu commenta nange Telugu baralla idhu Kannada song marre,"3,1,3,6,6,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,4,2,28,28,28,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,4,4,2,8,8,8,8,8,1,1,1,1,4,4,2,1,1,1,1,1,2,2,4,4,2,2,2,4,4,1,1,1,2,1,1,10,10,10,10,10,1,1,1,2,1,2,2,1,1,1,1,3,3,3,3"
1008,0,Howdu howdu howdu...,Howdu howdu howdu,"1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1"
1009,0,Nanu 2 weaks ninda huccha agbitidini boss song ge fiddha agbitidini,Nanu weaks ninda huccha agbitidini boss song ge fiddha agbitidini,"1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,6,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1"
1010,0,@punter 18 pakka,punter pakka,"8,1,1,1,4,4,1,1,8,8,8,8"
1011,1,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu,Yes agreed first time keldaga ansituu but keldaga agoitu,"5,5,5,15,15,3,3,3,1,1,1,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,10,10,10"
1012,0,Slow poison song annoru like Maadi,Slow poison song annoru like Maadi,"4,1,2,1,1,1,1,4,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,4,2,4,4,8,8,8,8,8"
1013,0,Edu charitre srustiso avatara,Edu charitre srustiso avatara,"12,12,4,4,2,2,2,2,4,4,2,4,4,2,2,6,3,6,6,2,1,1,1,1,1,1,3,3,12"
1014,0,Edu charitre srustiso Avatara awdu annuvavaru like madi,Edu charitre srustiso Avatara awdu annuvavaru like madi,"4,4,4,4,2,2,2,2,4,4,2,4,4,2,2,6,3,6,6,2,1,1,1,1,1,1,3,9,9,9,9,3,3,1,1,1,1,8,8,8,8,4,4,2,1,1,1,4,2,4,4,1,1,1,4"
1015,0,In sandalwoodnnTumba janrige jaatre hero gale ishta aagodu.. talent content bekagilla.. rhyming dialogues matte badavara para horado hero... Aaith mugitu,In sandalwoodnnTumba janrige jaatre hero gale ishta aagodu talent content bekagilla rhyming dialogues matte badavara para horado hero Aaith mugitu,"1,1,2,2,4,4,4,2,4,2,2,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,3,3,3,3,3,3,1,1,1,4,2,4,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,8,8,8,8,2,1,2,1,1,1,1,1,4,4,4,1,1,1,1,4,4,4,12,3,3,3,3,3,1,1,1,1,8,8,8,8,8,8,4,4,2,4,1,1,3,3,3,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,2,1,2,2,1,2,1"
1016,0,ಅಧ್ಬುತ .... BGM super..,ಅಧ್ಬುತ BGM super,"1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,6,6,6"
1017,0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,"1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1"
1018,0,First time kannada movie film video song full bittirodu,First time kannada movie film video song full bittirodu,"1,8,8,2,1,1,1,1,1,1,1,2,4,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,4,4,2,2,1,1,1,2,1,1,1,1,16,16,16,16,16,2,1,2,1"
1019,0,Song hosa tara feel kodute,Song hosa tara feel kodute,"1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,3,3,3,3,1"
1020,0,ಈ ಅವತಾರ ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸಲಿ ಎಂಬುದೆ ನನ್ನ ಶುಭ ಹಾರೈಕೆ,ಈ ಅವತಾರ ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸಲಿ ಎಂಬುದೆ ನನ್ನ ಶುಭ ಹಾರೈಕೆ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1"
1021,0,ಇದು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ nನಿಮ್ಮಂತಹ ಸೃಜನಶೀಲ ಮತ್ತು ಚಾಣಕ್ಯ movie maker ನಮ್ಮ ಕರ್ನಾಟಕದಲ್ಲಿ ಇರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ,ಇದು ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ nನಿಮ್ಮಂತಹ ಸೃಜನಶೀಲ ಮತ್ತು ಚಾಣಕ್ಯ movie maker ನಮ್ಮ ಕರ್ನಾಟಕದಲ್ಲಿ ಇರುವುದು ನಮಗೆ ಹೆಮ್ಮೆ,"1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,6,6,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1"
1022,0,Yen super song guru..20 times kelde innu kelbeku anstide..BGM super,Yen super song guru times kelde innu kelbeku anstide BGM super,"1,1,1,1,2,10,10,10,10,10,2,2,1,1,1,2,2,2,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,8,4,4,2,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,1,1,1,2,10,10,10,10"
1023,0,Anna Saudi Arabia li release maadi,Anna Saudi Arabia li release maadi,"1,1,1,1,1,2,3,6,6,6,3,3,3,3,3,3,3,1,1,2,1,1,1,1,4,4,2,4,4,1,1,1,1,1"
1024,0,Vijayprakash sir yavagin haage the bestbut malayalam version voice maathra sakkatth ista aythu,Vijayprakash sir yavagin haage the bestbut malayalam version voice maathra sakkatth ista aythu,"17,17,17,17,17,17,0,0,0,0,2,1,2,2,2,2,8,8,8,8,8,1,1,1,1,1,3,3,1,1,1,1,1,4,4,4,4,2,4,4,4,4,4,1,2,1,4,4,4,1,1,1,8,8,8,8,2,1,2,1,2,2,6,6,6,6,6,18,18,18,18,18,18,18,18,2,8,8,8,8,8,1,1,1,4,2,1,1,1,17,17,17,17,17"
1025,0,ಕನ್ನಡದಲ್ಲಿ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸಲಿ ಈ ಸಿನಿಮಾ,ಕನ್ನಡದಲ್ಲಿ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸಲಿ ಈ ಸಿನಿಮಾ,"1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1026,0,Movie release agli,Movie release agli,"1,1,3,3,1,1,1,1,1,4,4,2,4,4,4,2,1,1"
1027,0,Mastu mastu... Idu Idu bekagirodu...,Mastu mastu Idu Idu bekagirodu,"1,3,3,3,3,3,1,3,3,0,16,16,16,16,16,16,16,16,8,8,8,8,8,8,2,1,2,1,2,1"
1028,1,Dislike ಮಾಡೋ ಮೂರ್ಖರ ಬುದ್ದಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ.,Dislike ಮಾಡೋ ಮೂರ್ಖರ ಬುದ್ದಿಗೆ ಶ್ರದ್ಧಾಂಜಲಿ,"1,4,2,4,4,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1029,1,Dboss murkha abhimani galu,Dboss murkha abhimani galu,"1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,4,4,4,1,1,1,1,1,1,1"
1030,0,Kannada padagala jodane adhbhutha,Kannada padagala jodane adhbhutha,"7,7,7,1,1,1,2,1,1,2,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,1,1,1,1,7,7,7,7"
1031,0,Sexy song guru,Sexy song guru,"5,5,5,10,10,2,6,3,3,3,3,3,15,15"
1032,0,E song ero range ge 3to.5 millone agbekittu,E song ero range ge to millone agbekittu,"1,1,2,2,1,1,1,2,2,1,2,2,4,4,1,1,1,2,1,1,1,1,3,3,3,1,3,3,1,1,1,11,11,11,11,11,11,11,11,1"
1033,0,Heloke padagale siktilla anno padakke artha sikkkantagide,Heloke padagale siktilla anno padakke artha sikkkantagide,"1,3,3,6,2,1,1,1,8,8,8,8,8,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,10,10,10,10,1,2,10,10,10,10,10,1,1,2,2,1,2,1"
1034,0,ನಕ್ಕನ್... ಇದು song ಅಂದ್ರೆnHands Up... nಹೌದೋ ಹುಲಿಯಾ...,ನಕ್ಕನ್ ಇದು song ಅಂದ್ರೆnHands Up nಹೌದೋ ಹುಲಿಯಾ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,12,4,4,4,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1"
1035,0,Padya baree sokundu shetre,Padya baree sokundu shetre,"20,20,20,20,4,4,2,2,2,4,4,4,2,2,2,1,1,1,4,4,2,20,20,20,20,20"
1036,0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ,"1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2"
1037,0,ಎನ್ ಲಿರಿಕ್ಸ್ ಬಾರಿಸಿದ್ದಾರೆ ಗುರು ಚಿಂದಿ,ಎನ್ ಲಿರಿಕ್ಸ್ ಬಾರಿಸಿದ್ದಾರೆ ಗುರು ಚಿಂದಿ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1"
1038,1,Hands up' ಅವನ ಬರ್ತಾ ಇದಾನೆ...,Hands up ಅವನ ಬರ್ತಾ ಇದಾನೆ,"1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1039,0,Hindi alli yaavaga bidthare?,Hindi alli yaavaga bidthare,"1,2,1,1,2,1,1,1,7,7,7,7,7,7,7,7,1,1,1,3,3,1,1,1,2,2,1"
1040,0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,"1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1"
1041,0,ವಿಭಿನ್ನ ಹಾಡು...nಅದ್ಭುತ ವಾಗಿದೆ ಶೇಟ್ರೆ,ವಿಭಿನ್ನ ಹಾಡು nಅದ್ಭುತ ವಾಗಿದೆ ಶೇಟ್ರೆ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1042,0,ನಮ್ಮ ಹೀರೋ variety attitude king,ನಮ್ಮ ಹೀರೋ variety attitude king,"1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,10,10,10,10,10,5,5,10,10,10,10,1,1,1,3,3,3,3,3,3,1,1"
1043,0,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ!,ಇದು ಖಂಡಿತ ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,"1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1"
1044,0,.ಮೆರೆಯಲಿ ಗಗನದಲ್ಲಿ ನಿಮ್ಮದೇ ಲಾಂಛನಾ...,ಮೆರೆಯಲಿ ಗಗನದಲ್ಲಿ ನಿಮ್ಮದೇ ಲಾಂಛನಾ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1"
1045,0,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರಾ nLove you boss,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರಾ nLove you boss,"1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3"
1046,0,ರಕ್ಷಿತ್ ಎಂಬುದು ಹೆಸರು... ASN  ಎಂಬುದು ಎಮೋಷನ್....,ರಕ್ಷಿತ್ ಎಂಬುದು ಹೆಸರು ASN ಎಂಬುದು ಎಮೋಷನ್,"1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1"
1047,0,ಸೂಪರ್‌  ಸಾಂಗ್,ಸೂಪರ್ ಸಾಂಗ್,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1048,0,ಹಾಡು ಕೇಳೋಕು ಮುಂಚೆನೇ ಲೈಕ್ ಬಟನ್ ಒತ್ತೋನು ನಾನೊಬ್ಬನೇನ,ಹಾಡು ಕೇಳೋಕು ಮುಂಚೆನೇ ಲೈಕ್ ಬಟನ್ ಒತ್ತೋನು ನಾನೊಬ್ಬನೇನ,"1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1049,0,ನಾನು ಲೈಕ್ ಮಾಡಿದೆ,ನಾನು ಲೈಕ್ ಮಾಡಿದೆ,"1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1"
1050,0,ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡುತ್ತೆ ಈ ಮೂವಿ,ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡುತ್ತೆ ಈ ಮೂವಿ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1051,0,ಬಂದ ಬಂದ ಬಂದಾ! nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ - #ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್,ಬಂದ ಬಂದ ಬಂದಾ nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1"
1052,0,We support definitely to this film to increase the value of our  sandalwood * the power of kannada movie*  ( ಇದನ್ನು ಇಂಗ್ಲಿಷ್ ನಲ್ಲಿ ಬರ್ದಿರೋದು ಬೇರೆಯವರಿಗೂ ತಿಳಿಯಲಿ ಎಂದು ಒಳ್ಳೆಯ ಸಿನಿಮಾಗಳಿಗೆ ಸಪೋರ್ಟ್ ಮಾಡೋಣ),We support definitely to this film to increase the value of our sandalwood the power of kannada movie ಇದನ್ನು ಇಂಗ್ಲಿಷ್ ನಲ್ಲಿ ಬರ್ದಿರೋದು ಬೇರೆಯವರಿಗೂ ತಿಳಿಯಲಿ ಎಂದು ಒಳ್ಳೆಯ ಸಿನಿಮಾಗಳಿಗೆ ಸಪೋರ್ಟ್ ಮಾಡೋಣ,"1,1,1,2,4,4,4,4,2,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2"
1053,1,Tiktok ದೂಳು ivathinda,Tiktok ದೂಳು ivathinda,"1,4,4,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1"
1054,0,Idu Englishs filmae beat madute ansudre like madi,Idu Englishs filmae beat madute ansudre like madi,"4,4,1,1,1,1,1,1,6,6,6,6,1,1,1,1,4,2,4,4,2,1,1,1,1,1,1,1,3,3,1,1,1,1,8,8,4,2,1,1,1,4,2,4,4,1,1,1,4"
1055,1,@Chandan Papu lo childu dheera dheera appata kannada song salam rocky bhai hindi song modhlu adana tilko,Chandan Papu lo childu dheera dheera appata kannada song salam rocky bhai hindi song modhlu adana tilko,"1,1,2,2,1,1,1,1,1,3,3,3,3,1,1,1,2,1,2,1,1,1,1,1,1,8,8,8,8,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,2,4,4,1,1,1,2,1,2,2,1,1,1,2,4,1,1,1,2,2,2,2,4,4,1,1,1,3,3,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,1"
1056,0,ಸೂಪರ್ ಸಾಂಗ್........ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು.....  love you rakshith bhai,ಸೂಪರ್ ಸಾಂಗ್ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು love you rakshith bhai,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,4,2,2,2,2,1,1,1,1,1,1,1,3,3"
1057,0,Fork bisakiddu pakka #Shaanvi. Trailer alli iro dialogue next scene.,Fork bisakiddu pakka Shaanvi Trailer alli iro dialogue next scene,"1,1,2,1,2,2,2,2,6,6,6,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,1,1,1,1,8,8,8,8,4,4,4,2,4,1,1,1,4,2,1,1,1,4,4,4,4,2,1,1,1,1,1,1,1,1,2,10,10,10,1"
1058,0,Idhu charitre srushtisuva avataara......,Idhu charitre srushtisuva avataara,"3,1,1,4,4,2,2,2,2,4,4,2,4,4,2,2,6,3,1,1,5,5,5,1,1,1,3,6,6,6,6,6,3,3"
1059,0,ಸೂಪರ್ ಸಾಂಗ್ altimate ಸಾಂಗ್ guru,ಸೂಪರ್ ಸಾಂಗ್ altimate ಸಾಂಗ್ guru,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,2,2,1"
1060,0,Awesome song guru,Awesome song guru,"1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1"
1061,0,ಕಿರ್ಯಾಕ್ ಕಿಂಗ್nಸೂಪರ್ ಡೂಪರ್,ಕಿರ್ಯಾಕ್ ಕಿಂಗ್nಸೂಪರ್ ಡೂಪರ್,"1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1"
1062,0,ಅದ್ಬುತ ಅತಿ ಅದ್ಬುತ ರಿ ಗುರುಗಳೇ,ಅದ್ಬುತ ಅತಿ ಅದ್ಬುತ ರಿ ಗುರುಗಳೇ,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1"
1063,0,ಹೊಸ ಪ್ರಯತ್ನ ಚೆನ್ನಾಗಿದೆ,ಹೊಸ ಪ್ರಯತ್ನ ಚೆನ್ನಾಗಿದೆ,"1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
1064,1,ಹೌದೋ ಹುಲಿಯ,ಹೌದೋ ಹುಲಿಯ,"1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1"
